project,sha,issue
wicket,35843c19628b0346acec2867cc88fbabb81e8a4f,Bug
wicket,f6af6cb97756f34a02dc21890c2238710def2405,Bug
wicket,dc991f8811a6bc7ffb9a93eeadca5fd343ddb5da,Bug
wicket,9b440862570d0404cbf0fb5df833855b36a1d8e8,Improvement
wicket,06012088fc40a1ab0e8492f035acb9ccc0d75b83,Bug
wicket,29bb9a4d8f47f5155dcfa6a00c79b12bc3dcc284,New Feature
wicket,95ceeaa20304139220d9357dfd376312d8cb944e,Bug
wicket,64962c71972d3a8b731263009085f94599ab3a4d,Bug
wicket,81275860a9a4b82e894b23328b1d4232aee45c5d,Bug
wicket,621971d012ab5c0fdde09ee78501add771b6d317,Bug
wicket,6fac8c6b825272a323506aded2e65203342e2c68,Bug
wicket,306856fd8c30c8972172f0eebab597e6e156bfce,Sub-task
wicket,44ff2992e32feed6c4a71ef915edb6c1b9577c35,Bug
wicket,728f749e5b7a6626a4ad1ecf8031f6c222b59a17,Improvement
wicket,023a8b8714d02d91fa5bdc10a533aefeb7bb5603,Bug
wicket,385a5f0dca375b99ceca2fc2d6d15ea6d5387aeb,Bug
wicket,a72165363000a23ae280fc6544648670f865a4e5,New Feature
wicket,4b62ed0fe460c2b8618e70799d6ea68d6de044bf,Improvement
wicket,8823584fcbbac0cbc8540e706e2a9c3ff61ec26a,Bug
wicket,ed64e166dcba6715eafcbb7ca460d2b87e84cffc,Improvement
wicket,2b671170fadc6e295bc5e116c5fd7a2a8d28e047,Task
wicket,e8e7b9ca4b289c2e3d1412a458c5e00d08fb13d4,Sub-task
wicket,2d896bd31b6973e608e8928c2dbf49937cfa1de5,Bug
wicket,5405fade210ac2511494317603c129e197224b7a,Bug
wicket,21f97fecb8707082394223e00f61fe6102c26899,Bug
wicket,b5641bc435e4a6b15b9764375df3f5e23e931e32,Task
wicket,dc8488ff73d92d271f77980e87c291bc0be9b3ba,Improvement
wicket,eae47a681ba6bb2b26331904e7299613fb388d60,Improvement
wicket,6fab220f40b9348f26ced3ae30037c7ab14584eb,Improvement
wicket,95470347fdea56368b58fce72aea75a909fc304a,Sub-task
wicket,3ecbe996ed8adc6f20fc42e5e50e0f189bc2c128,Improvement
wicket,bbc5dbbdb435485571c428783560045b13624d3e,Bug
wicket,986848f7f470c88c4f3494079be00e77756e1ec9,Bug
wicket,dd1df04b166fe02498a410e30fbe6f2deca816a9,Bug
wicket,ef73376b232da1614abd7d8450f602a34274af1e,Bug
wicket,266b591eb015321f7d305b058689c4e095c9c0c5,Bug
wicket,1e3a37afc3302e9abf894d62ae95a7597b104dcc,Improvement
wicket,5f3ae56b7001c55225f0a4455db32385325fbbaf,New Feature
wicket,e350f19ef60835c527e87579eb4eb035bcc8994c,Bug
wicket,12d9e9fd260175d2e7c3b86d042e2bfb0392f7e7,Bug
wicket,9a8f42ebbf3e07fb1496d59107cd7f4b960afe9d,Task
wicket,7ec6cb791a3123e6cef3b3a5e0047e2dd5f39098,Bug
wicket,9fdbd9f6a3e2843ab4839aefecdf107fd1e80dcf,Bug
wicket,2168629d588aad44a3449a881b584976abc38dee,Improvement
wicket,5f47c2c6dd6114544754ea361f04f13aef80b6c2,Bug
wicket,3a94778459e01472387603e307107cc47e02fa5a,Bug
wicket,18fbdf44837d0908302005bc1a9e9a6dacd85acf,Improvement
wicket,aa0c414bd59f57b8b3418940941a35d032a37373,Bug
wicket,dda3eea1911dab0b58846221ae22bf795a03fd12,Bug
wicket,1f1ab0c8d8738d9cce288ec9cbd11e45257a8dae,Improvement
wicket,6051019ba47878037b7f0860ca1286cc4bb62ada,Bug
wicket,779c4685088e2e3bf9d4c092805eabcdea6cb3ca,Bug
wicket,f3914dd107cf7563eefc20aaa56cd75b4107410a,Bug
wicket,149ac285ecc3356762393d3e6d8f0753b808be96,Task
wicket,13d03307aeb6a562922169803cf80ee5c804c3b1,Improvement
wicket,8aa0a6febd5ca35ec68074c1bdba2cfba12e2145,Bug
wicket,e48d10577151ba1487e37efaafeb38357a111b23,Bug
wicket,bd0464e063b7a25ee83791d7657e1550e540d41a,New Feature
wicket,4b837337d1a23198e99e8a8f9f1d4aea88a689a0,Bug
wicket,d5f0189e4c0af028c4b4f8f8bc0c0a31927a3335,Improvement
wicket,f6ec59c9cee67944cba9cbaa4ef0fef470ea2486,Improvement
wicket,0a15cb53dd1e5a858b6e0412ceafec7c7998eb63,Bug
wicket,6d0df2b26128653a928592c08c5b39969452cebb,Sub-task
wicket,a55b296a1abc6c4a974d708b3201dc97821ea09e,Improvement
wicket,bbb0c4ab01ef586efa27bf8ace3975fa3c660c50,Bug
wicket,a1fcd92d5b5c0f65a0966b5ae0a572136047132d,Improvement
wicket,a3f734cac49d4f7f685a505a0ccc8d07b23edf27,Bug
wicket,1584dc01b6d1610d09f6892341524c6b77ccbe20,Improvement
wicket,b9b8425dbbb2c26597c397110c12985fc02f3436,Bug
wicket,4be28afee5b9da3a9837f7bd6238aeb165bfd8a4,Improvement
wicket,1d3efceb735b773e3a1feba30e97d147f2b6cbed,Improvement
wicket,e1183d7ffc3d465fd7d93285561365a8e105590f,Bug
wicket,be97d017d0ac62abcb717a94fcd97021cfc74125,Bug
wicket,25476846f69923b4af2450272e5f8f263f90c704,Bug
wicket,d22b7c36206133174150f6cbbfbe964af34d91fd,Bug
wicket,58422ac7732429d48c783cf8f5899f8764f7002b,Bug
wicket,cf2ff3758343009f3005d5e34fc6439a5101e4cc,Bug
wicket,bfef233cecbeba5e5b68acb72f164e03442799dc,Improvement
wicket,6da503c47238ca713bbc5ff3a401f0b56e8b2271,Sub-task
wicket,b6a81d3450d4ba5fb95faf78aa10e461aac77aa2,Bug
wicket,a4459ef488de4801c7497000949f281ab6b356e4,Bug
wicket,01e97039295734c5625345e90ddba4eb88486861,Bug
wicket,5226978a41bc79902bae6e0b73da04583112765d,Bug
wicket,d4d377449490f511eecbce085288137bc90da036,Bug
wicket,6d2eabc3f43183f906e25a5a7d1ab3d956f80bde,Improvement
wicket,96b90813bc042564a00ee12ff297f6b50b1b1bd3,Wish
wicket,7afebb5b1cc0817a967bcfe9ca0a335c3b13c178,Improvement
wicket,fa74b20fdccb04630e711a8e05b099e8ef12dda1,Improvement
wicket,61d480611e9e52acbb27f5c70fb2c3f6bb72338d,Improvement
wicket,938b542a0280f1b5b4519e9e921a9a03db7f1fcb,Improvement
wicket,1dcaec98148fb293880c220eafdfc6c44d37d587,Bug
wicket,094d2862b0c2abedef9c3fd6b83fa1a33aae6e8f,Bug
wicket,81165d82d3c3daa830a8dd3f9c4fd78734e0c002,Improvement
wicket,8b294488ed2e2954ffea8642cfd3e62db7a8b314,Bug
wicket,5794257908a500e506c1dc4f697f39db5042396d,Bug
wicket,15ba45c5ab9f840f3d858e6e1a52c94b8c1553ad,Improvement
wicket,7b7fcd41f295f93c7a83c49373e51a2202f08d94,Improvement
wicket,eb829c685439e38503af9057e172a6d3a40169c9,Improvement
wicket,35eab40b693fa07163bab5cc5406b5b401d5ae78,Bug
wicket,581c7306982888b64ac5c8b763a5f5d9ad8ff1ac,Bug
wicket,17e10b1d0cd4cfa4f4742d15587e68a24021cc27,Improvement
wicket,96ae00e589a5a2cd29d19ba93db605c07275055e,Improvement
wicket,325bea143189f44dc55417f1fa45116789966389,Improvement
wicket,cebeb53cf15d9bf6617f4fe44732716907079572,Bug
wicket,0d6f16561c46032ba9af09a864becc2ee0446ce1,Bug
wicket,698b337c15d00060285eca9f91dcbd78e015cab9,Improvement
wicket,ae712aa2a92aad41a849d7ed43f316b55e85c8f9,Bug
wicket,0140176b25115c111b0ec3ad144b9b8f2883bb4d,Bug
wicket,56fb34648823c6d83b2dd485f8aa4b26e93c6f31,Bug
wicket,3fc7234ea6ee62617052ade8605c71d7818cbf9b,Bug
wicket,ad849602d5dac53706da6f67175e3a22b7f3b418,Bug
wicket,e7e2f1654b852ea14a24fadae89aee67d50185cf,Bug
wicket,6391f2cf9a49b39bd934b590f0a20e2871bc5f13,Improvement
wicket,bc2b192c13bdb6663db0c759e4186c1ecb8bf213,New Feature
wicket,06f0a0ad7b17d490e6a35587625f69ce6fc5d0b9,Bug
wicket,5518382c1d8f1f4014ece2bbd76534489fd85cc3,Bug
wicket,6c1a84f2401cb1e47605b14236bbaaaffc2c270c,Bug
wicket,af05b3d68ca8b8021db8e205d39557782eb68a7b,Bug
wicket,a8c6daec3cf6241bee5741e1083dfc0db1a3d6a8,New Feature
wicket,9716f2a7e799133fdf3f7927d0093e6dfe16f529,Improvement
wicket,d1e4d64a5b3c27df98dd72b32c9c2526a51a9292,Bug
wicket,eb2e15c0481cd4a8faa446ef8ccb2bf526fea886,Improvement
wicket,406f3b0969166753441b0b211a23e38d9aeccecf,Improvement
wicket,05e56dd22ca17f5766e3e3524bf24a7379574a09,Bug
wicket,f07bec2bd3b9b2bc60620fb53a642eb90e6a2775,Bug
wicket,a93a0bcdbb16716d295fc59245ecfc6984da1347,New Feature
wicket,7a259224f16e11e3d47983e205196405c75df6f0,Improvement
wicket,57e039fc44ba615f28e0a1d462b762422a9ed46b,Bug
wicket,9c35c25c8ce3ab85aaf0c631f7a3dc0f2b385c19,Improvement
wicket,82891719a81e3e54d68b2592fa559f602718d8cb,Improvement
wicket,50b3df5a7faa02af60b7009bcb852600ca656571,Bug
wicket,7acdaaf25cb3eaf5533c400bee9544b85169b5cf,Bug
wicket,52193d73ebed696e7189b8e248de16875aa7af64,Bug
wicket,a4a725b580ea135f1fc4b8709834d087c825c9e1,Sub-task
wicket,27f7e6ec5b2edafa7294e08577c0136087829215,Bug
wicket,3ebb915ab2593267056ea7c6e2ca893d7499b3b8,Bug
wicket,41de85d680d40f13bdc50b937eb12edc69d0ef1c,Improvement
wicket,5c7869a3c540caad3ff81805ec6cd7605f9841f5,New Feature
wicket,77cf49923585d0246e50342805996e9f595ea55c,Bug
wicket,bfd4649656f4f51c8d1a164cc14cb5b8dc71f89d,Bug
wicket,49f6462be6147a693fcfd3d5fa453109d4aa3958,Bug
wicket,fafea3bca3f82394bf0e0a1b469ea6338ff6b231,Bug
wicket,19a21d6cf43d49426a9aa6c078843a5c3f9212ff,New Feature
wicket,25233c4cb5f77d7f376a4c651172ae69406c97de,Bug
wicket,1a0591bc2b8adcb309bb11c4f117c18aaa22560e,Bug
wicket,6cae490b016f10213d34d01e26d85c16d862d861,Improvement
wicket,bead7fb1c5b57cdcd8f8c8e2496dbdb8e3ef7c66,Improvement
wicket,1cfd30eec98e02d0e2e85dea851e5d2880e81f99,Improvement
wicket,cca193ba8aec5f100bbe3f49f766b7403cef2a12,Improvement
wicket,322db75684de883115e83891af0d4188d6065a54,Bug
wicket,75e37b28ba90e51baf8fe92fbaa4036625af78ff,Improvement
wicket,4613ae74d660b2d8656f96f836039bb2285acbe1,Improvement
wicket,9bfd5b64c49a304523b91476163397492462207b,Improvement
wicket,04f0eae73539f5b771889714b9152c0a0001bdd6,Bug
wicket,91e154702ab1ff3481ef6cbb04c6044814b7e130,Improvement
wicket,536c1463ff53e5c19a41ccb06906689849af04aa,Bug
wicket,a9b9207cb9088b7679390906063461338172046b,Wish
wicket,659f771e5adeaa87b00fd15082a600dfe9a63715,Improvement
wicket,2e57d8db33b88889413f1396dbd4389904cf7e7f,New Feature
wicket,e0ff8f38eee972e9de4d5acd3944cb0c17d9c2c3,Bug
wicket,e9aea54db9e469fd8273e3dac6bd08a924b7c56d,Improvement
wicket,05a7eec0c0310b36af08d32a43aaee50e72ce60b,Improvement
wicket,9df7d31f530d13fbac6514a6e0f2a227bb8f851b,Bug
wicket,a65e4e74a47f252a8487d07be3181879ece716f8,Bug
wicket,46b99bd34089f76bc924e877bde5f973575062b3,Sub-task
wicket,d78ce338944bd473dc99c5b82ad82332bc7dc128,Bug
wicket,b011396f6fc26805ec06d1e5f48cb46392918bcb,Improvement
wicket,59442b2ef517efa33d0334828e21bd3486da219d,Improvement
wicket,80d12b7c9507df13d71acfa46a840820c22744f1,Bug
wicket,b46936f4dcf5cc5b6beddac281a646cb13ea6629,Bug
wicket,6073fbd0585602fcca3d09e10dc89fcbc6a629c4,Bug
wicket,ceb209234c764ae58af45e2fef4e162c51697f86,Improvement
wicket,7934dbf93beae396de6e081d2e60233e94137f4c,Bug
wicket,f63a42bd76b20ca96b6905f8bd29ec02ee8c2fc0,Bug
wicket,ec0839927021cea59ddbf11517f6dbc1c5d0de8f,Task
wicket,6e2a6e81905be2ee511263155da2b51e4d0359ab,Improvement
wicket,3de197226acd63e78de607fdcd11e3bb052e6ae5,Bug
wicket,141587edfd0afc28b441c18291157609bc3455a7,Bug
wicket,01974e8fc2a5419c904c1176550db4a288b10c1f,Bug
wicket,fe0bcdb0b67d991f1f05a88e639623a2331faf9d,Sub-task
wicket,14eeb6075582ad724222b58c577b9dc40e0bc874,Bug
wicket,2bd14c26fed00b750968da45937682e6aa528ee7,Bug
wicket,69016338dbd7a31709262064e2eb89ee83f702fb,Improvement
wicket,a9e56e1e8d75ac87a5db4a55dadb52de7d90f770,Bug
wicket,30cb55ab43682d6032a4986ab8516e1c3fcfe25c,Bug
wicket,46559c63fe1c7d5cd231aa4a2b4b47d67a9f4154,Task
wicket,e3ba68903102d8ebd6a7449c95ef318ab8093afe,Bug
wicket,1c7dc36cd83cc786087ce13aeb42df4306ccd08a,Bug
wicket,db8666695c81481ae37e85b560df3803d82aa69c,Bug
wicket,f0340a3ef62a18df14badb26acee01bf102b9a2c,Improvement
wicket,f479e80d9325ceedcf64744a1cbd9b64e4b16b67,Bug
wicket,8f186de04a69e5051babe4008b094a4bb3b5405a,Improvement
wicket,a6c5037bf7fc91576ccb368cd8300f770b31b4d3,Improvement
wicket,537682843ff87515d324deef0b4c07efe788cd5a,Bug
wicket,99c26e8ec03c203b5cb4152886fd91d74ee8e40b,New Feature
wicket,62fe0a96ea58bc2ed986a78f430e3701604635fa,Improvement
wicket,fef3327682e56ebf39055e45a3b91af6f8758c93,Bug
wicket,e72193258a963b7a64ccf853cbddcd169f11ccba,Improvement
wicket,d382f4258411c514bccd2c4c63b8092abd9d517c,Task
wicket,d7b6c39ba8a3dc9f8978ddde6ad19cf50ec65de5,Bug
wicket,60c9fde91fe7922ff0fa38d709dd5e66ff6de66d,Improvement
wicket,fa954ffbe569e11372a41b6525a3ebebc4e8eb4a,Improvement
wicket,b5d9ca5f90c78aad76fe59e90976ec138f7c2ddd,Task
wicket,8441fdd6dd1cf02baeb62f84b204a0aef4ff5b1a,Bug
wicket,7256cf58e20f4d1105b5dc9ae089eb9196f182e9,Bug
wicket,a775d5800521e507dc8f8fc99906a897a966e806,Improvement
wicket,cb63a1205760df33c519d3e59350c8885179b60a,Improvement
wicket,5cdd8624c28814dfb7920bffcadda28eeccb0006,Improvement
wicket,a49d068e98f9253f1cdc9b72be1efc7688f04f7f,Bug
wicket,cfce6a365a5cce4ac77986c9eabb627c970caa1f,Bug
wicket,18592d1ac29d08d816e98ff3d18480d1ae228a7d,Bug
wicket,d962c188f53cccc1a3fb83e03f0ec5476ad31b03,Bug
wicket,bbc662e248623edb11661b51c3841cc50ca5cec1,Task
wicket,4ca67c5b116e5334e0c539dbf57eb31152f85a66,New Feature
wicket,e1a6fa09369c02d16723aa9332b28644c6c00409,Sub-task
wicket,5bdc0f44bac4dcba1e9cdcf35de2ac319b342bc4,Sub-task
wicket,b87b4591bf83940f7de75d98278cb6030f6d4e56,New Feature
wicket,14e891a7332820fbad87dd954c2def0a7fcfc347,Bug
wicket,af1eeb5fd62d1515d6752ac889e321bd05321ae3,Bug
wicket,0781571af9dca981e5ca7100dcefb1354adaa513,Improvement
wicket,350f89afb92cd55a050a274e88a43d8e70c53f3e,Bug
wicket,15531b980240d234a45d97f40d5116c38ccd7af7,Improvement
wicket,7167a2fb98505ddaf152df4d6d06e2a9de9deeb5,Bug
wicket,d79972a9cf142fa31620fad303ab265ed904a0c5,Improvement
wicket,9c8003dac36d417ef53943d46417719ab4c8ebd2,Improvement
wicket,7a0f5aab8e8b07013b25293b19166cdb47d10ce0,Bug
wicket,b26284d272ff627d0521fa31f8a69f2e8d9338c2,Bug
wicket,5804f48415444b21960678f07b78c173ba3d5586,Improvement
wicket,06027af8e11e7a4c5bde50d7d174b523539c9d73,Bug
wicket,7395cfe0b56a1236fbed05ad2135b8042bd59daa,Bug
wicket,a7b4591e208cd96137d2974984ee07df636d51a2,Improvement
wicket,a8263d3c728b8434b44d44815d31a74e20518060,Bug
wicket,383082b07c38d0896d4a83f98a5e65565a93fd52,Sub-task
wicket,8a556710bfbd3310d497dc67014cfdbb94f7db94,Improvement
wicket,5ba55f4f2f1a5e4b48e6338b698f52b170cd3f75,Improvement
wicket,7accb81e6ac313527741b070a9994e929a2ba57a,Improvement
wicket,518c933bb31c35b736253936ba080ac21e6cb19f,Bug
wicket,36ad94ddf50121dd1f288232b3e6ce8453d919a5,Improvement
wicket,f712217ec2e36c044b063f15b0b9b3334a5cac2b,Bug
wicket,09d1a02758f42ee51a8f64f753861e3d9f5ba9dc,Improvement
wicket,bcc1930b0190c3ec1b14830dacc56c9240a3849d,Sub-task
wicket,d221f2378b9ecd61a4898235f4a92921f7a2364f,Improvement
wicket,0170d3835f596c4bf044c064ebcbef17e221a15b,Bug
wicket,96832b461416db3c95af8d2ae0b597b4d33e5066,Bug
wicket,7f280168f48406cab3c7290ddaddd49ed0b3bdbd,Improvement
wicket,532ddb7262d3e0f2879358a4e131173fef2c8ed6,Improvement
wicket,c4d1e9cb3469685fc6248c197490536cb10b72d0,Improvement
wicket,5a45e8c77b75eb0382524a349d9b12728b610dc5,Improvement
wicket,16e52ff2861f36431aedf61cafd86d2c5565d449,Improvement
wicket,c05784ad9e48c6a0c28cbaec9bfc4859f8ac0d26,Bug
wicket,70bc1b7866d666ec1a9169bbb1e14bf39834ea29,Improvement
wicket,52fe27c619d003e9204b4ef211c8562209ad4c8e,Bug
wicket,4db7a736e7a2550f314eb00a874def76e9f9eb37,Improvement
wicket,62a39d76d2554b0f2d59c7d81f087ec497dc0cae,Bug
wicket,6a1b2f61275bdfb2ab4a4cb6c744d4a92e2c219d,Bug
wicket,89bedd7a905b6cb9ff9c342793c9af0c8ac297eb,Bug
wicket,d93e190beb0d3225e4e5696d8fe6eb97a394ef1a,Bug
wicket,c7f67aa0b3097bb91cc82fd91dcc45a74b56e6e8,Improvement
wicket,925cae5c9aec60d64669591599243e435c7ded6a,Bug
wicket,1f1f306ddb7924fdd4bf943e0927db4d0d241f3f,Improvement
wicket,0d0a8b78760f7dd7a984df0ab6e6329755fb7f3f,Improvement
wicket,b99d647413ed6f8cdc4fe3b6bf433c983ca0bd2c,Bug
wicket,46707d8be8508155bba52750a8e6299d9a89ae81,Bug
wicket,22f7bb017f017dcbf6323a5d98fdabfa81c26b12,Improvement
wicket,04b68e914813a11546e9fe8568de19c26e0179fe,Bug
wicket,ef3adb12297e23df32dfd708d250e26e827ebc08,Bug
wicket,5c829c4ac40d95c78010697dd093aceba4b54877,Bug
wicket,43752ee501357c57c6c9efc990b3e952eb5828aa,Improvement
wicket,01368001943155bc5262f9dc0df009d17aa66bda,Bug
wicket,8de024c974758e8962c2d7c9e46e774e92bced04,Improvement
wicket,88ea4b8c53f6233a9c686ba21077cba8769597eb,Bug
wicket,03da20ac07b84c6c8359c4a9e9be06c873a1e7dc,Improvement
wicket,1c7e4ff7061dad8b98543545fd0b7ff8d834c582,Bug
wicket,a045597bcb3239b2f56d9aa36c6b62643855d5d3,Improvement
wicket,c88a0a4015420bbec5bdc683de3a08ff2bc6a259,Bug
wicket,0b4f78cc18a868639fda26d578a0395b3ed66871,Bug
wicket,b600cb62b85118c65cded9036e67a91b909f117c,Improvement
wicket,f72c171cd4863d460db085fa8d2c273447d81ceb,Bug
wicket,5939657f8e6a805dfdd6833fb2070d4aaaac0d9a,Bug
wicket,be97a3a0beb9b00116a1c7259abf5a9b7cd44f9a,Bug
wicket,0578d6eeaf60fe6ec7e1e69bbf7eac5819b53da9,Bug
wicket,114cfad9b52488f088cf0602a04cfb3dfcd173be,Improvement
wicket,37f0f7a50a352db0b24e0911aae95957efbf2e1d,Improvement
wicket,f18c70f4d197526f7008e9d5a2b2245d59e64e4b,Bug
wicket,25ab7d2df7eab44110d0fd18f718efc795a94601,Bug
wicket,d1caec5e942d5a4b1dd5b52c7a187eada733c8e3,New Feature
wicket,cdcfcbdb8c2e51d045cd6dd4c83ab76533306e36,Improvement
wicket,4a02776fe904d52a2048751ed8a77196a8c09bc3,Bug
wicket,23f3c9ad7778bd0155957c335f12c903c436d10a,Bug
wicket,046c766581b8291edf1ece12ea3116edbe3fef89,Improvement
wicket,ba4c06f9728c250f76d21b7a152396cc9006a3a7,Improvement
wicket,d9d8bd99e316cb89cc4dd6a175ac9e4793114d00,Sub-task
wicket,707fc9d722d9a99b1a78d2cc7876c81d49558c8e,Sub-task
wicket,5fd138e44f8e2ebc2606ab6b9ae69ce5c1b94164,New Feature
wicket,5fd38f920ce6f8af664ae6b27729622fe0e7c4d8,Bug
wicket,1e7b186aa15c43fcf7ba38fab1dc70ccc5dfb5fd,Bug
wicket,8f476c6bb651ec0ae1ae29b4486b6f4f24e2b815,Sub-task
wicket,23454473937615ca68fcd02b82bde9195090ec5f,Bug
wicket,d63df22199302a3341b7de06f06a0e72476dcd29,Bug
wicket,37d1b029d8c60dd619d9862d32a5ea46c7a83c21,Improvement
wicket,cba5399df34ca740d6b38ec1e91718597e4b4b15,Improvement
wicket,67216cd00e7997b622ef6fffd7ae70b7c67f15b3,Bug
wicket,3e5dd17573b7ed94d1fd281dc8c3fbec13831391,Improvement
wicket,6d9d910748cf5a23aa0fc9a2676fe497960fb54b,Improvement
wicket,57686745e4e2e57ebee3089e4c9acfa17065eaf5,Improvement
wicket,354c1d4a11f9d945eb0c5347cc769aa2e50574fb,Improvement
wicket,15b5cec5fbe3048fe050d7820ce10d00bfe250f4,New Feature
wicket,596b3d24b9fcc9304c5c7f909603a4771e2871e2,Improvement
wicket,adfafc092ec9ba83bf051c27207b6bb0da456440,Improvement
wicket,4bc7b4f5b5d9d70dc770ceab02cd66419c283abb,Bug
wicket,43fe81a2abf7418f9bac61eae92bb024ff77aee2,New Feature
wicket,44e5d48ec9d8590387af4886ad5640e1c94af040,Bug
wicket,1dda72eaed26c22176c3bec630748118f0211145,Improvement
wicket,e9e0456d4583af7de1b755d3759ff8c0e8354b62,Improvement
wicket,7c97a1d810c8897233cd2e69f256222b13815c54,Improvement
wicket,30255f114a6b39115ea3083bcbea1371544cf5ef,Bug
wicket,34bdc2dee5603f178fd8112ec859b4e61f5b44f8,Bug
wicket,694bbb3c870e7df9e40ee4841578213afadf4c3d,Bug
wicket,e96dab0801ab21e96472206dacd8052d385a966e,Improvement
wicket,882fe4efff7a62d58746a88b66fcaf689c67eb16,Bug
wicket,262593cad0a93458b2adc8724c5635eb3bb64e6e,Bug
wicket,e24874daacb9a862e884365947dc5e14f2e537dd,Bug
wicket,2dded9c877e3c2577ae031b548cc9cfeeba29d67,Bug
wicket,24ab2a01c89b32e56f06065890d7f0be76021ae2,Bug
wicket,85aa6a16eb00bcb87a0efbabb2b38d6ddd0fb95e,Bug
wicket,19b8c8518ac94fe060cc4e200ccadd5a228aea7e,Bug
wicket,8dbd7d8104d00cb53fd7d049adc9ddee7ca51e10,Bug
wicket,fe5e5450b080d5d973b72f0c8c8086e5198daf07,New Feature
wicket,8bffaff3570abefeefe7ba703f6d011a61482cc3,Bug
wicket,c617b7c80423a3e38fe8d9f20466d489e4f7656e,Bug
wicket,ec9c3c7f961adb0016d9ca4b78ae55006f74ced9,Bug
wicket,e5bcce1cc6f1cc658dc9fdce5f287bdc5e5b850a,Sub-task
wicket,5fb0c772b4259eae31514272f9479fbdbe6c6470,Bug
wicket,0a6706ab2baf158272254a9fa54278c3912a91c4,Task
wicket,82d7e6f66fdd299c33efbcebc14846f582bfd185,Bug
wicket,6170f8055a41c6730943a73d05bce4d219305595,Improvement
wicket,35d4ddb56e0ccbcca0826674c2024aae15a76285,Bug
wicket,5f57bbe6c3d88eba0cdea847134d580e68c1d53a,Bug
wicket,3a888af1c22db1a9f914cfc77607094cd8dbb44d,Bug
wicket,2624d2db86bb3762a1e6e51691d02127dcbf229c,Bug
wicket,9b40509320b809321b7970252669dc7f72e04b83,Improvement
wicket,e519c90e9c5243347f3b0b9c89be0c28e83c7239,Bug
wicket,badd20917ee0f072201b3f54600d240d85f05d83,Bug
wicket,86d8422b52907c7c4874f077e75729fc86a1d08b,New Feature
wicket,a5421ec488020a3835d49962e1f772dc1435e230,New Feature
wicket,a08562a7758c12ebc9ef4aa8479115bf4fb4706c,Bug
wicket,147b90d2ec3cf58aabce1376946d995f38c3b9b6,Task
wicket,6fa173499db8767afe5f200d79f19afd7224eba9,Improvement
wicket,e93fdd5ab088d8638c5f1f58e2d337823cbcc020,Bug
wicket,b762f608542bfe054f0ecadb6d5c62eba178b15c,Improvement
wicket,e8efb7fd20987b0f3451d6f711e99590b30773a4,Bug
wicket,bb59eb0c7c45ec88e7c8b3d854d9e7effe5bceeb,Improvement
wicket,96fb1a5604ca3655ccaf974f646fadc8cbc916ca,Bug
wicket,340201c9db00c1cf27722729c289e10b323fa4c5,Bug
wicket,c693d9fae1e762a415a5cd2287cc15edb698d21a,Bug
wicket,3447534c39a19c58985defa3861ac72f75661618,Sub-task
wicket,5587dd7eba282187a2621ccb3242cda3d356609f,Bug
wicket,397a897b0e7cf5c872f035e19b05562cd0c642ab,Bug
wicket,b079539b91f7ce59dc01edd83976fe5b92c69813,Improvement
wicket,275cf9afffe9429792835ef97ea5e2d01c9d4595,New Feature
wicket,27e26e80a4e83f2262c3d84d0da608a67b023523,Improvement
wicket,fd8ccb98441ebfa7ca9778b2ba11cdf88a6aa89c,Improvement
wicket,c82743bf0533d7608211bfa837a3753dcccc366f,Task
wicket,5b00a8a8323088b8a44c0e0b3a1f7f135668944d,Bug
wicket,158524bf62cb5d243e2ec8f23bac76094804d9c0,Bug
wicket,b2e4a0dc03be4ee0cef59430dfe77fc424adcd01,Improvement
wicket,f4c0425a8fc82c640198d8555741e77cb678c25f,New Feature
wicket,b143c4683072eee9450691be42e67a571e5cbe88,Improvement
wicket,0be7422c7df1fe1b92b7456a19dffd7f55be6255,Bug
wicket,b590a2a011b2a5544f015dc394327c329d9753f2,Improvement
wicket,71de164785a131d6547a82af7634e7614d89cc36,Bug
wicket,ae80097717fafa4a4b34ca01ed38f5382ec52c85,Bug
wicket,4238f55354b366a236cda1ed4b314f5c17f1d1c5,Improvement
wicket,b5d53c526003863598dfdc0173ff9d8d65282565,Bug
wicket,fed6a85805b291f050f3c107a371e4239a1a01b6,Bug
wicket,26ef892b062e300c602a79ff7c378564c49d4848,Bug
wicket,fa7f9112f89e20e170607599cfa7d9c34d983115,Bug
wicket,494bf73af430e31041d1cbf174d57ef829302f11,Bug
wicket,89ac75bf08c8c3b3831773f3ed324454513a0118,Bug
wicket,fd2fc8b6e0ec562133200ecbc139746ba56673eb,Bug
wicket,5c8daa0bd49e0b5621f907c121fd09a0b8f5cafe,Bug
wicket,060a2d84c23074768eb7a6a643d24e8137ee23b0,Wish
wicket,e9b77be2aa4e130c128d9303ca59eb314336a1ac,Bug
wicket,8b9c87ac745654757c63d9aafa67d2e594f1e43f,Bug
wicket,8f0e727bceeb5a21432eb5fe0d72a33f649ddd8f,Improvement
wicket,71e35a01db49f1395c0d5846ed13e6e78f303af7,Bug
wicket,b5d727063988fd7be5d07db2a85bda8907c59442,Improvement
wicket,ea83e6b627b038433b51eb85d3abd4a13e89fe97,Bug
wicket,01b6dae91fa8eb0860c34f50ccc110fe46aab9ea,Bug
wicket,f1ecfdd78b93041c034fb8cb6fb884c07353d603,Wish
