project,sha,issue
lucene,9d952ff803e914030168d62531e0677b22f9ffad,Bug
lucene,b9a12d772a59b01059a5ee9a675f9bdc4adf4ca8,New Feature
lucene,a9109daa7422118fc9a19bef1c78a2e4e06a5f35,Improvement
lucene,8158751ebb4e3adab2463bb9f12ddc7471270291,Bug
lucene,14d6063b5ff8270e2f9eadc2aded13681dbd3637,Bug
lucene,6dcbd7f95b87cda71a69f9343b934ecb06898086,Improvement
lucene,f7981a480dff5fa4bad53da1c753f3069ff44c24,Bug
lucene,2adee3e8bb1508f75a65ee7886f59ccc53e1d031,Bug
lucene,d4f06321f86aa005954571f2967cdc76c17856b4,Task
lucene,91b22f3cc887960fa66ce9d64d5151dd43d1dbc4,Improvement
lucene,e30a7efae8e108aa16fab9ebea5d363ab4145d29,Improvement
lucene,355d64248a3e10d38b9097554bee87727d5d8af5,Improvement
lucene,b0ba06c0f524cbd626ca8d0d2189c1358ccd6eee,New Feature
lucene,bb156cdd2095b1eb731d59338e85073d15fef228,Improvement
lucene,164cbced9f8cd9464809091c60e294cdf2aae81e,Bug
lucene,de23e1c267990c7dae26f4da2e88c5cb583d5227,Improvement
lucene,962fb2fb8ca386b14a1f7f5d522845c7609eae2b,Improvement
lucene,02f06b6157cc97f066b98f1e2e662e9b62c811ff,Improvement
lucene,83d8c56651c306326f7565462f8bd8a8f65abdb1,Task
lucene,e8141c221a855e65e786b874749d2ee019597b50,Bug
lucene,4416b8688cdbd5afe936e828435cb824fdf89a04,Bug
lucene,7abae93b9d504085435cedf0ab452c7c74e94896,Bug
lucene,023154a907156e9f350070bb4d66b0e2289088b2,Bug
lucene,419efa5ae864d8c99b8b08177edd5e9625772709,New Feature
lucene,b04cd87fc44610bd1e4a2950047bea88cb494643,Improvement
lucene,672d88164496085be319814d26c8fd486bbd74f8,Bug
lucene,b6ad0b2e5492bc1819c0aeaea5f913f193404ece,Bug
lucene,86e1df34a99ca208b26b288d44826d7c56335432,New Feature
lucene,c0a495316c2046ee3e10a1533b80a1f27ec30ee8,Improvement
lucene,46fe144cff07d3c1302c1c5ae5767f555522d06f,Bug
lucene,491ff2ecc4419872f51fafcaf5440b84033e578f,Bug
lucene,b4e3ec55fe551b89bdc8147f199f70cd6d2ec7cf,Improvement
lucene,dc1f2c16302d4d3dec0fc26fdc6db4bbaa4cec0d,Improvement
lucene,4c59b51223341dc7a23f48bac1da24763026875d,Sub-task
lucene,b2b1afaeae87fa200bb43d2720a8b09d0a115250,Bug
lucene,a0c2ed3f39433a2b40d0d5339f72eca6eec78e4f,Task
lucene,abe879da9328e0c546ea10acbaca90bbf9e05237,Sub-task
lucene,df6a3b23b27ef57cba147cb00b67ef5aa4319218,Bug
lucene,60a6749ba51b926989c1c558d37763e505181a05,Bug
lucene,837552c3fb6b23bf02984cb7019e4aa7d4953e2e,Bug
lucene,d97c4014b7c1be864867f2ecb1af325cd7c71f87,Bug
lucene,175878048d13b255ef719b9a56261d854c6e0822,Sub-task
lucene,1f8775fa6065698112db8d4e3ee4df097d426a3a,Improvement
lucene,ab43c5ac117ad28a5e44fccf4be19222b890d78a,Bug
lucene,6fe1916c74da5fda3985113a0207f26a81a2cbc4,Test
lucene,0c76827c9b1fa30e3a5f6fde6ba43e7c0a057858,Improvement
lucene,7aa4b41294ca26498c89811f06382a00657831ab,Bug
lucene,d35dd870e4484c81c18e69f11b55cdf0763c3add,Improvement
lucene,c5d07745adc265374543dd2aced45f8723901cf9,Improvement
lucene,50f4b177d0f4c0e99c717140fd20d025e00a0e55,Improvement
lucene,668c7d620e6b76c4f4ecb81e4fd30b1556355623,Task
lucene,285626338ec9be990ec996f8a550634e8fa7c01c,Bug
lucene,3b567fee19f19c863fb3da3c18da69a7c13f8b38,Sub-task
lucene,4918abb08496412c7fcac0f3ca02bed4ffa5620f,Improvement
lucene,cdf10bd8fb5627c763182d0d1f023f3904caf66f,Improvement
lucene,3aaafb85060fbf816a3be0d33e8e39ea3cbc52d9,New Feature
lucene,a2573f8535f1209b344ba1d92c9fc0e6c1e7da75,Improvement
lucene,aa7539764494b12c320a09521a80cc4569fc45a4,Improvement
lucene,49369f2d6ad5a9005b93edb0a1a0ee89de3f8557,Task
lucene,ead171d450d248b242e3239de8ac940f15ed8057,New Feature
lucene,bdb033ad389e3a293add8ac83d12b5d726c2179f,Improvement
lucene,fe00a42bc6a2fde787b65ccd472d0d5e0641c081,Improvement
lucene,dc8a619900a765109331d48779df43b13a738d13,Improvement
lucene,78988fd338b6d962607d1366d1fda1f86697d3e4,Improvement
lucene,9e5b9e284d4a1989feaa609d18a71a281e70948f,Bug
lucene,098da1d35dfa89bd64f8810a2958dbbd2c5b4a35,Task
lucene,da5cb17113644f2c216cdad9389e8bab2c62448f,Test
lucene,1c74b66a3cf6f34fee3738bf12d19d08fb42c70b,Sub-task
lucene,2d21e9d2e3e5f1da66f7c7db989eae4ee0c81ffc,Bug
lucene,ad4d6512acecaf6f544b86451f39986792a0759c,New Feature
lucene,7f0742f8aa1b4c8266c5f4352c74f9c28c81deed,Bug
lucene,3739fb3c0fc4932eb05792ac25ff6f5a0ddb2259,Sub-task
lucene,35fa27a8b80953783f8c55bb3557ff7d28a81c37,Improvement
lucene,ab8fcadde7eb04275f55b6cec8817e730722234e,Bug
lucene,35bb01bb5e07152f3dda085e55d52cc51989ba24,Improvement
lucene,1aa02e086a5b884f69b77e51af028d6eb48c6f4b,Bug
lucene,4efc762f4eb5515b865f1827c6e794f20f7e69cb,Improvement
lucene,84f8dffb8391cb8aeb4c6400e2439467f28ae458,Bug
lucene,12741bc8d07e169d605d1798483ed91a8c602147,Task
lucene,c43584441f5282499fa56ec0a6f96d8782650e4d,Improvement
lucene,a91de7e8fdb638b2f92065629f228c69ab0021b7,Bug
lucene,f745ff7526da8dcbb2969da41c39d2c976279c32,Improvement
lucene,99c7f35f445e9f80ddc619819e3b23e1ac59efff,Sub-task
lucene,6e41b4dc673d9db1b92010ee85548fe1d5341b81,Bug
lucene,2e5d7738a9f95d059bdafc7bc4a9144eb3015f53,New Feature
lucene,be2ab96280a4868b4b3388f25a65addcee18e393,Bug
lucene,013d525cb0d3524f4743dfdd3acae2c2533b0223,Improvement
lucene,12b967921471d274b532f7090f063794125da38b,Bug
lucene,1ad477dcd188903647dbfb2a02acc73dafbae8b4,Task
lucene,9e4a5f5d56f185431cdec34bc0f4a570cd4d655c,Bug
lucene,ebcf6ed7a6d7a7e461f80da3744c4fab1cf76d0b,Bug
lucene,6ac9cd19281b68a487a71dfa7a9b010c83314e9d,Bug
lucene,ca4d5edbb168d2e15d858153b6646bba25f283c8,Improvement
lucene,58097baf6fdd699db5b456c565f7b5d68fd40aa5,Task
lucene,36cc321620e84c214058e1d90ac8f092e6540018,Improvement
lucene,8d4f74aaee632adc877deb4dd8a707594ab0572a,New Feature
lucene,a7cb2c264f08ee187e19c61d73eb03c2442adf47,Sub-task
lucene,0fd277bb63db67287b536aa4473a181087b43664,Bug
lucene,10224a6e619d0ab139c72adc0a964428e529e9c3,Improvement
lucene,0e3b39559d4da9dcac01fbc572a8bc23ce1cfb73,Bug
lucene,423cc4279615621322ca773b9da2cd06462586a8,Improvement
lucene,aea29e9e73bce13e7b59fbbba27cddbacfb28371,Bug
lucene,df424dd88b217f075f7148e7a0b98321998ec557,Bug
lucene,9e3d56ad6c1e9be7927d3eeaa230d50173afc72a,Improvement
lucene,6937cd262b633dd403fd1de960f2c3947e469109,Improvement
lucene,7677e43300becc9f53b720054811e61b0bd8d0ab,Task
lucene,1c72b1fb3a3ca1db4f14f5825feac95f5bdc305d,Sub-task
lucene,eea6cfc2f16a8afe3f8d0031c4b5fe639a03b10a,Bug
lucene,79bbaf4f35c8f198ab65a8836ade156716441d27,Improvement
lucene,4f9c29869a9915b06e4b462ccbc49a5b4510e839,Bug
lucene,e16ba040f372e0a36d814800acead69cf51a833c,Improvement
lucene,135c278024d4102f8bab1286ddae20952f5eb327,Task
lucene,c3b5457379fb2fadca5f6bd8961ebec4b9e8a1f1,Bug
lucene,085cfe6ebf0010c0110d4d2909691eac25275237,Improvement
lucene,0424188b7fc357ac173a45925f82bcd43296de65,Bug
lucene,5179ecfe6a953d80334aa5ac1caabca7c29673cd,Task
lucene,957635214c88496c55c819c0c955ad4aad2d5982,Sub-task
lucene,c1ffbdc4af61c98c4cde1ef91b8d9a34b52f51b8,Improvement
lucene,18c891ed9d96ded897c1180dff26756291089faa,Sub-task
lucene,47a68649de9a85bd25044d3e18ab70804e3e9b7f,Bug
lucene,9519df6ab5042bec118b85faa1b92bdf3bdf3a33,Improvement
lucene,5d01812822d786bfd00a371427265b5c5eb323e2,Improvement
lucene,14b4a62e1ceb0f48cfa0d440b7330f2656eb149f,Improvement
lucene,dbe648b4a7054951439f029bb2edb4c0822bf75a,Bug
lucene,c32e65b7cda67a1f80b74e9b93a9be3ef51390b6,Bug
lucene,bfece6c82dce6a219001742263142c02c19931fc,Improvement
lucene,1a4b0f1a8716e14bc21fa51dda183352ec49631b,Improvement
lucene,dcecfa88a18e070c94b73e2bcd549c8836a0b741,Task
lucene,b759a9d4f8e245a88fbe667fb56f33966a1dae54,Improvement
lucene,c7a42d1bdffb499a2b5ac15599e9d0a274152c3a,Bug
lucene,3448fe7a460d513dcfab8c3dac5cb51ee4a74943,Bug
lucene,082bb69b03faf051df0878665ad692392daacb41,Bug
lucene,59c4c66d0c281fb8b032d49e16adb3f86cf5e77c,Improvement
lucene,9234d74fe9964b6903941e2301e78bdc732ba8a7,Improvement
lucene,9c764bf92b4905f501813ca7864c480a951dddb3,Bug
lucene,335850f7cfc5fbfa1c0a8a6bbf7d265ed5a68702,New Feature
lucene,d3fbc6159922f1b2945a941cd261ae108eba177d,Test
lucene,8655091d5a323393e65a04759ceb9b6e9567f83b,Bug
lucene,d240f421b40ec92997275ecd153bd7084b05b401,Test
lucene,f99eb814792d92235eb13a8c45053566e15474d5,Bug
lucene,c1471d82165c2fd5c999c7d447ec6856a1ea1b69,Bug
lucene,743f500a25aef7d6d0d9cdc9883facf71a188a2f,Bug
lucene,c15cf26365a999605d0beae74ec0d5d4cc96d933,Task
lucene,990a2c1392d02645ce1c4e213cd450fac76e51b1,New Feature
lucene,3590029875c17e7a8e2a9dc2f5f45d55cee31e55,Improvement
lucene,7622fddff06177ed1cecb8a015f9c05b801a9ec7,Bug
lucene,b59de034596f1c33e36b0afd92482db03a421060,Bug
lucene,95d47cad88dd23052ad4d63cb1187184e712216b,Bug
lucene,7f153e7a1e7b86d5f773315d0959e05f42f84630,Bug
lucene,9e15048294a83da612a80f8f9812b39a5016a188,Improvement
lucene,6e28464adea11dfb3bbcbc16168e6fe54e33d255,Bug
lucene,27f1ba875b4a2bf7a549e6aba1a3ebf1f84cb0d3,Improvement
lucene,20fb006f88017d2bc0074aaa2bb3c4fe3edeba4d,Improvement
lucene,706cb93d26a158c71d3a1cb4f200b2d46771a9ff,Bug
lucene,7b9c3a4a65af9a1a74249212c1a1836068790119,New Feature
lucene,a6889442666bcbcbc5c655ebdce5459b8ed132a7,Task
lucene,8b73952494c6eb5d0d9304928d6207f48985881d,Bug
lucene,60ee7a6b0a850590d5ad91c3fac85ecf44f41c89,Task
lucene,3e2d46752a58c92d18086c1a3391d5f2f5f2683d,Improvement
lucene,18ca3ed8f7c20dad3d3d0ef98cc6085cc1172013,Test
lucene,9474e761b1c9365fd9464320fd4109ef4f842f25,Bug
lucene,0015d2da5fe0beb817c72f1f27b1dec2d72cf280,Bug
lucene,468cf639e4f81643adcdeef6c84004f98f92b791,Bug
lucene,446b32a7770a593f0f2c19d78cc0f205089aa27b,Bug
lucene,90d3ab43ad05c0ee90545783d450a2d68cd5b6f1,Task
lucene,c5bb5cd921e1ce65e18eceb55e738f40591214f0,Sub-task
lucene,bcfe18e9af3d2e192be7efebe6979820b6264c29,Test
lucene,d18642d0c270f81b4b6de76d728337aadacf731e,Task
lucene,f66b93995415e60b0b7a3e1abc32f18a1c8583fc,Task
lucene,644d7bfc05dbcd6a40582c55341869f035070b19,Improvement
lucene,dd0948ecd710afde01b63e0ed0874cbda07d66ca,Bug
lucene,8db8495425227c92c69bc8a97b4a084dbaf2ef34,Improvement
lucene,24de9d60a35616e538bac8e2f07a049000a5ff61,New Feature
lucene,1b9fa419b9445d3a19884cdf3e2a8a20aaf3a43a,Bug
lucene,2750a1bec847086a9c9b5fb19945966b987660b9,Bug
lucene,17ca4b805f50902bb9e84fe51d2ddae20c1407f9,Bug
lucene,f00322ad56d8e68558833ea2aebe04255aeea52d,Improvement
lucene,44591c470a47e50e8f9237ef021a7d5658b9b060,Improvement
lucene,da52e1617d5af0d8e0977c91542b57813f944d75,New Feature
lucene,be5672c0c242d658b7ce36f291b74c344de925c7,Bug
lucene,0c4e0a8116a4538cca6b39b3e1cf7647388e23c2,Bug
lucene,944e94cb4a19c4e7df8a7a8e14199a7fb3bd8e06,Task
lucene,f764bdc9d09404b5a51c451d599eeaf7b5a3ae21,Improvement
lucene,f23720689f03e22328213ee2d0a79f185bc41d91,Improvement
lucene,d65e354d48477a8fc6627e8376f958dd07ba91d1,New Feature
lucene,502a55cd0700e42ddd35286d04a909b4296e2dfc,Test
lucene,b8cf7f586aae393f4b70d84764e6c6b65dd6252a,Bug
lucene,f95f17f1e08b1db00bbdfdc688559ee2d7668628,Task
lucene,a8e58254b5c118ea4e581a5b6c7c73f02a3f7df1,Improvement
lucene,a03b25e6abdbb3c85d66a671456256623f39472c,Bug
lucene,adbceaa37c7602d1bad8116bc88236de074e924e,Improvement
lucene,a41cb6b7680b57071dabb389239d09af2b11295b,New Feature
lucene,dbd22b07ecbed1337edfea0e62f7ed3dd61a8c26,Improvement
lucene,658890de14ef12feecaf6657124bc6a237b81080,Bug
lucene,90205c589620876c4e7ad99753a052ffb4b596dd,Improvement
lucene,4f47ae680a88bced6eebb7a0ada0ee4f13cc1215,Bug
lucene,300938a934dd316c3a5a899dd16d1941c75a16ca,New Feature
lucene,7f66f68665fcdae9218950e237d1ae7fbd72f94e,New Feature
lucene,e479d0689bcb49ea1476d24cbf15741d5172302e,Improvement
lucene,63e97b8b210382c6b05ccbd184eaf97a1a3607f5,Bug
lucene,dac1521d404758a8b6b862494b2c142c966351c4,Bug
lucene,9ad6d34f7a68726abfc3b4a9d44056f4406f6ac4,Bug
lucene,3f3a0d5e6c855645f0a7a33a67ed425715a1f3ed,Improvement
lucene,a06ecb90d006b3a8cc5b96b946c7aa772efc9e5b,Bug
lucene,dfc8189354adf7718dbfa9bf505281eb3471172a,Improvement
lucene,b045a8e00dd5131f9b426609d1c95287e804508c,Improvement
lucene,337690ca7530ed2403ac1159218501e5f5569bf7,New Feature
lucene,2eafcab7dde63ae78099016f25446935f036a2e9,Improvement
lucene,85db61d5a1a5cc30684c613881846df096f0846c,Bug
lucene,25d517b9dc14f230c8d143e3319ff247a4695ba6,Bug
lucene,34f4bbf19f2e88848735b58f2a6339e2c2207a50,Improvement
lucene,7bbdb85a2181e028e6823f283ea57265dfeb5d67,Bug
lucene,f59d58ea06e7742c38e0a287ad047fda145ed1bc,Bug
lucene,6d10a08737df5be13cda5b35ceeb1247e1bc509f,Improvement
lucene,cf72bda3e29109273118449036e5466cf482a44d,Bug
lucene,e4d7fb0e228fee1466c4aaa3a067f470832fc9f6,Bug
lucene,5ff784fb36e4b7e67e1420119ebd9bf8bd9aa323,Improvement
lucene,050fff5d74f2b0617344d9595b79f1956dee6eb3,Improvement
lucene,8ed02a198b1ef99a457da39aa91137d7f03095d0,Improvement
lucene,5eb8687646d11283ba7a7ce2e69531f5a98bbf7f,Improvement
lucene,1e9fa15f4506a04ddd88775c58efc202a6e3811b,New Feature
lucene,aee8ad8c828ddc0f12020c8f0309987b3463509e,Improvement
lucene,b9ea89227915e0ae89fecab4a525e6cf7cd77baf,Test
lucene,d88a74fe612fde0b3f037e3bbca3476a7aa0ede4,Improvement
lucene,58dc184ae7811ed12cf9452af1e2575a73ca0580,New Feature
lucene,a5ade619018d5fa94e9fa77d0aa9b82247ddc7c5,Improvement
lucene,dc62b7b8bea3bb6a80b1510b660f2818b20418ec,Improvement
lucene,a40ec928c2cb56af60b981df37246a1f0b0b299b,Test
lucene,8c555068cabf31c36eb34bf07498a9a9dda265c1,Bug
lucene,7cac51c374760cc002d6ab1772bc9a8f6a656051,Improvement
lucene,fefca8d648bbb7f68cac23dd82af73d98423b8cd,Improvement
lucene,8df887c42e2f3634d1abd8d88d74b93000388f9f,Bug
lucene,37252560ae394b1eb6f86af3bea7200b612dc0fc,Improvement
lucene,9bd1a4d5878b525c9af1bda6374786b494539662,Improvement
lucene,b96fedafa584ba50f2aaf0e1a7fb6d78f253f50e,Improvement
lucene,ada71ff5ef8971f0e9425d6e6343c760f5071161,Bug
lucene,e2dfcb493e80f1df4d81143803e0505eb965dacc,Sub-task
lucene,a5464e9ebd9a166d9906b58c83470e8d0c596cfd,Improvement
lucene,f7233794335208a8a1f7ac8f6353d32a2b0a3db1,New Feature
lucene,af42b2e1f5710b6da81c5605420e42016fb9f249,Bug
lucene,71291b700aa11c6398a6f824b063fc1e46fe2b17,Improvement
lucene,ea20afa38b00596a19da0970012a944a756097d0,Improvement
lucene,8bbbae97a5aedfcddb1608d21e64097406960fb8,Bug
lucene,17ec9dc68bf561709da7198b811f4b8664531840,Bug
lucene,3369e35b8fe3dbedf404c781ca25f73d2da10c48,Improvement
lucene,e55b0806e866ae05fc755fa39bc53798f544550b,Bug
lucene,c3e8bc024ee83ca7a179e1368ed0e356e9fda3ad,New Feature
lucene,18ca0bdc598bd24b7ccc8b3251596fd3dcb18373,Bug
lucene,bc1161c5b29a68c8ba1d78c157fd3a291a51044a,Improvement
lucene,b2ad6e26ef66b188f219be7d49cabbc1ebd173b3,Bug
lucene,559d812a1e1bbbce528ff485c7955b965897d1b1,Bug
lucene,43766454f7bcf618fd70aedb2c8f5ebc2d3ac91b,Task
lucene,96ab0886b2555022504f6a415db0ca3795fd5e57,Task
lucene,50a1bca9ef248ba3c8b4536b69661d2f8415e744,Bug
lucene,a42607c2f42924834871771aaac4f85dfddedea3,Test
lucene,8ce78ff40444a0448dbc096642d47598f84376fa,Bug
lucene,cb6a4c35b56dcc721c776274cff636c9cd3b7df0,Bug
lucene,b082719d4b30ae36cd791e7ac8ed576c782603c4,New Feature
lucene,c146c5f8cd605e280f656396b83988a730bf6947,Bug
lucene,f2f4ae9526c0f9e8debf41bff9586586578f228f,Task
lucene,524efbcf5210a959cdae1ca79210b00fa6f9605a,Improvement
lucene,874b5724ec2fe6bca7352523bacfed66c8cb10d2,Bug
lucene,9b3969c8ca4e353b77f290e892a7f8f8333ebcc7,Bug
lucene,bac474cde4e070c20be475831c262c0b6dafd976,Test
lucene,09a5a56cacba7de45a756b44324de503849f7e67,Bug
lucene,0c82acf212685963e673828e2a7a4406a8e66a44,Sub-task
lucene,779a52268b0b84a17ba787b5ec3cc0ca193ddf00,Bug
lucene,5d6a82a7e7190372211fdd8b3c896bd0e25d86c8,Task
lucene,c1570d4f6ce966dc1cee57bbc69ee7c84e98a663,Bug
lucene,0a28992deb43e1e3366b34c1ebe3c1c996d8faf1,Improvement
lucene,42a4021198d42a3d6bf42de4f7934bcc85768558,Bug
lucene,d42550188c6ca354b18ab569e3847ea37672c0ac,Sub-task
lucene,80e2dd6fe3fe50542fb38c0991d804eecb0425d6,Improvement
lucene,d630d72a3077737730c18f2339d43f128a50cd78,Improvement
lucene,9e1bd7f33495451210741b83b4ad405bd465dfc3,Bug
lucene,a0b5a3af04d1977f2107e1d98c9f5b456de55b9a,Improvement
lucene,9de4f467681b64498d3eae97eaa5d04c1215663d,Bug
lucene,3d76f90121a62d90627c211be311d1a83fa2f356,Task
lucene,6081df6385f8ce5c386e730bd7da24a8b946c868,Improvement
lucene,0a74e6afa9256be689b9c9a13834441c30fc47b4,Bug
lucene,e185a9801cc14a642d26e9260200a25d3d706c89,Bug
lucene,4967543d68357626ab3c1ddf65c29f1f772adbe9,Task
lucene,316ec859db9d46fe06d9bc6271fb9f77f3500577,Improvement
lucene,b94d9a78b67fec3f79e47bd19ff8f86adeef5d48,Improvement
lucene,eaea38ab600d30c36115a668a7cba93fb14802cb,Improvement
lucene,9068e066888f010c0ec7646891725233d0f38188,Improvement
lucene,cb3f7d3dda3cc8e115a30558084cc948bea632b8,Bug
lucene,712f7e4fccb9f628e88397d8164298250d8e0524,Bug
lucene,ea7c2589468ec64edb65a1806f754524b8a91317,Improvement
lucene,e091d1cb50937835fcc4a0476f66c9ae8f48ccf4,Improvement
lucene,5a1a13134ac31d0f5a8538b4c3c638b31f293a1f,Bug
lucene,7b3d7d7cfbcea254019f633409b754e88422149e,Bug
lucene,91313a9c8c195ea14c5a7b78e583d30ef88102c6,Improvement
lucene,6c24e350bc624b0d64f49ebbad37a71c666ce0c6,Test
lucene,6b780a26dac2ed54abd26498180dd7e5a3cae2cd,Bug
lucene,729fae25760f770ce2b7d63b67b83e5573ae30cb,New Feature
lucene,622d92c6033d33bfdbcd1afe7caf1cc0e87b1791,Bug
lucene,ca358fe79487283dc8e90b19b2a63bc1cc29c277,Sub-task
lucene,455d83ae93b23e0fda001d1d289cad0562633a36,New Feature
lucene,71fec1b4aeb047da84fef6247be3198627b107e0,Bug
lucene,ed1fe49e8b42ad20f2cdaef15712bbde67a25283,Improvement
lucene,10d4208f6a110c47a446b0d532278aa2aa01107c,Bug
lucene,dd22a7d66ef2641c58e87bb7de8d27a4a7fce0b7,Bug
lucene,804e66c895aeb8cdf30e588a87ee6d65816e39d7,Bug
lucene,c5eae2878de5963e2cc08044449fcc5da315c742,Bug
lucene,14cd0a81a4bf65dafc5d7e0837fc4ae1c8d2cefa,Task
lucene,fd48aefd297b6b321a3f30f9ede4774e3f49bef6,Test
lucene,e9a2b37b5b77ab8d1b9e58dac4e4c4e8c02ada7e,Task
lucene,59bf67c0fd68ef0ae0c1b47d7db0ea0ad2754a8d,Sub-task
lucene,be294ae0498b9529a671cb631feb465229e06681,Improvement
lucene,de77390f357e63558ccb7044a428b5a8d41cf570,Bug
lucene,1f4c6ab81e1d65ef3b473902c06adf115e982fee,Improvement
lucene,521f0f88644c23e2ff4f2d412e7df578d0fb6a73,Task
lucene,cfa14700810d9ee9ba85e26c837f7115626049b2,Improvement
lucene,90d33a19ae3462e8e87b29975cfb12e7fbbe31da,Test
lucene,6ca3ad83824acf8034484f88ebcd74bd42c7ca51,Bug
lucene,7cc01b75b6f51f69c1e12330ea9bc1b0e7e33cd9,Improvement
lucene,c0001578c032e005ff0cdc6f36f971f630bac4b2,Bug
lucene,ce61ff7c1bc9ced9b927e1399810c18bbc3f7d8b,Improvement
lucene,e5c695f2230f751ab4aa59a54acd0e65c9bfda3d,New Feature
lucene,eca7a28ea5023ad64c881cd4008506e5467227c4,Improvement
lucene,9e355a77dc51509543b8cd90b28e5c0f42ead6ae,Improvement
lucene,19bbab72f3b683fbe01f9b576411991329c14790,Bug
lucene,226875590d7196c79c7b022eb7d383ce2a542f9e,Sub-task
lucene,3ae714c3b61193ceefc9c9af5adc95b39ffa751e,New Feature
lucene,50db8b9c8e2e49c97119d3e96662b856ee218a5b,Sub-task
lucene,bf99c91c836c7d4ae0961b096aa6d4747749d5ca,Test
lucene,6ea6be36f03cd1edfc02af32ca9092ae2f341b20,Improvement
lucene,32923bdbeda1035f79da0a8519607f46a47d27d7,Bug
lucene,8b0ecc499284cf3eb72c5f9ff5e367d2ea6bee8a,New Feature
lucene,5da159e9dd2655f7bbf4696839eb16d5df9274ae,Bug
lucene,ace9902b217caed2e05f4cf24060481e391ab6c9,Bug
lucene,54d21a174e972cceaf9520523bc943a38afc7d1e,Improvement
lucene,2372ae27b0127fb956dff352037824f4a78f9839,Improvement
lucene,5e680820a6c8361785f07c1189ce1da907638bfd,Sub-task
lucene,816d8e42646d7d40b8951605ec048d7ce2487586,Improvement
lucene,a2312085e71d390ba8e927a03322fc4a610ead6d,Bug
lucene,bcac57c7afebd664f83c52e5ae7cad64f9677e60,Improvement
lucene,052710342f26b1747750caf5256c3af165d75fc7,Improvement
lucene,8abe5f4fd709700ad593a2eb10a3cd2a57fafbb9,Bug
lucene,0da4a31990b634bfddba27ab763cde318bdc98ff,Improvement
lucene,29aa3abf4b6c2f09ca560a23090ca3acce9a1969,New Feature
lucene,5f2799cf52943eae7eb6b172ce682e715131338b,Bug
lucene,3be08643a0e11d02cb5d497e3af518d49c31d6f1,Improvement
lucene,6b42258698c61ee3fba4d9dc777b2366c5a6a6de,Task
lucene,d8ffc0b8651f1addab2c4c2e2d2a0bb40cbb3e1b,Bug
lucene,41a320becc7291055caa6e72c6048c426e61f27a,Bug
lucene,dc545211544e7a86b07c513ea7c2b71dc79d705c,Improvement
lucene,0f98c017031cefbdb1e3e071a2e3e007b20cba16,Task
lucene,b35cc528858b6ad75f7f8fa150da91ee0a9add99,Bug
lucene,d018b78131589b6575212b8cf3b36560ecad7fc0,Bug
lucene,4db92c62656b8b273ef5c9cb6bdce71a8c20ddbc,New Feature
lucene,74ebdce5ba24569f9eae424c1979f81f2aabcc39,Improvement
lucene,5be141e01d90be49f24d501a317e6d7e845bcc75,Test
lucene,787717c168864d62d7a60b35ff89a0ac10f777bf,Improvement
lucene,d90c801243d64edfd8a432c4917c8304b0fd18bf,Bug
lucene,a6b326d2ee5d13309b20cae3d11dcc1c4d7b3884,Improvement
lucene,313b75f97d30d65a9e6570dad634f5cf70d44f7d,Improvement
lucene,11b936ae2b9f3b4e30d71ac2ad0f9e2dd3af848c,Bug
lucene,b1e195825727a1f172ab583827a485644a321bb1,Improvement
lucene,71f0a9e41ac88977a482fd7bd0975d2555d5f581,Bug
lucene,7b2cd5b73805195e807f542c99b20698390c821b,Task
lucene,80beea2ee2652b3e284d14bb0ffb0f29c0ed90ff,Improvement
lucene,8392814c14a00caf11ad5dc55123c696ee73c32e,Bug
lucene,966dd5942aefb33ee1048fb03dca2eee31258aa3,Improvement
lucene,60116439d784a6a5f91463f2c62bb55d4dfe3a8a,Bug
lucene,55f05ac6dbf52d26e849e116389a40826463f723,Bug
lucene,b540e4ed589db2ff5013633fca4545b6412dc9e1,Improvement
lucene,8f608ec13ef73c60ae801ebc8e8d6149b77b1f43,Bug
lucene,16288272af28fdc5f865b9d71d2f3ca9876ad3c7,Bug
lucene,acc72dfcef25bae5be99f3d385628fc336b3ff47,Bug
lucene,a768347a173a93de2ae8197d748e5443c04c79ce,Improvement
lucene,572ef77e6ffe33fbff6280b3a111f8a9c567647d,Bug
lucene,8c9173288023870b2c4dd41efe21a76305336ef6,Bug
lucene,ac8de241ac4b75272d311f4671f63d35879a7220,Bug
lucene,90fa7204b5c56632cf3697c8380d089925c2a584,Test
lucene,75d942f1662081db3a4b2a338115b2f8049eed22,Bug
lucene,b56e3af99342d59026633a6f46ea940f751f7d98,Test
lucene,a6ce094eb6aeab160e704a60c6935139fc18265a,Improvement
lucene,928fb07c2c9fcc074a2b0b06c8e3d181e96acbe9,Test
lucene,d25f777b419a82c0af9e0b2a9c441c6662cb1747,Sub-task
lucene,b3ef71c98a2ce40b604883dc4d31020ba734cda1,Bug
lucene,042b90d4f93611eb04699e6038e945cacbe4eb0f,Improvement
lucene,ffbbb86b5fa322048faae7370d9aeb1e1d237cd1,Bug
lucene,409cf26f850da3a939df54bce7885b6b9950cfba,Improvement
lucene,c3c2833475921a8f1bbf23a1ac64668432012086,Improvement
lucene,68662f4c7c1e090109d866db6591bc6529a316ce,Improvement
lucene,206ee86b1fb0ddd4ca589f7878e8dcc7b51ae181,Bug
lucene,9729867f373ab8ed1a948b7475dfd2cdad1735cd,Bug
lucene,a0655627481293a4930f8d25dbbb73d13bd788a3,New Feature
lucene,e759cba1a669a789e9db8b50dd1c47383775af28,Improvement
